Actor,Film,Year,Genre,Gender,Races,Debut year
Nur Risteena,Qhaliq,2018,Action,Female,Malay,2013
Ahmad Idham,Qhaliq,2018,Action,Male,Malay,1995
Aliff Yasraf,Qhaliq,2018,Action,Male,Malay,2017
Hairul Azreen,Qhaliq,2018,Action,Male,Malay,2011
Azza Elite,Qhaliq,2018,Action,Female,Malay,1999
Syainie Aida,Qhaliq,2018,Action,Female,Malay,2018
Ezzaty Abdullah,Radhi Rudy Bin Dadu,2016,Comedy,Female,Malay,2015
Soffi Jikan,Radhi Rudy Bin Dadu,2016,Comedy,Male,Malay,2001
Adam Corrie,Radhi Rudy Bin Dadu,2016,Comedy,Male,Chinese,2001
Khatijah Tan,Radhi Rudy Bin Dadu,2016,Comedy,Female,Malay,1996
Taiyuddin Bakar,Radhi Rudy Bin Dadu,2016,Comedy,Male,Malay,2007
Datuk Aziz Satar,Radhi Rudy Bin Dadu,2016,Comedy,Male,Malay,1953
Puteri Sarah Liyana,Radhi Rudy Bin Dadu,2016,Comedy,Female,Malay,2010
Usop Wilcha,Radhi Rudy Bin Dadu,2016,Comedy,Male,Malay,2006
Aprena Manrose,Ratu Kala Jengking: Puteri Keranda,2020,Horror,Female,Malay,2018
Nadia Brian,Ratu Kala Jengking: Puteri Keranda,2020,Horror,Female,Others,2018
Mas Khan,Ratu Kala Jengking: Puteri Keranda,2020,Horror,Male,Others,2015
Amar Asyraf,Ratu Kala Jengking: Puteri Keranda,2020,Horror,Male,Malay,2011
Fizz Fairuz,Ratu Kala Jengking: Puteri Keranda,2020,Horror,Male,Malay,2006
Fauziah Nawi,Ratu Kala Jengking: Puteri Keranda,2020,Horror,Female,Malay,1981
Dayang Areeda,Ratu Kala Jengking: Puteri Keranda,2020,Horror,Female,Malay,2016
Eyra Hazali,Ratu Kala Jengking: Puteri Keranda,2020,Horror,Female,Malay,2020
Oktovia Manrose,Ratu Kala Jengking: Puteri Keranda,2020,Horror,Female,Malay,2017
Namron,Redha,2016,Drama,Male,Malay,2000
Remy Ishak,Redha,2016,Drama,Male,Malay,2007
Nadiya Nisaa,Redha,2016,Drama,Female,Malay,2009
Ruminah Sidek,Redha,2016,Drama,Female,Malay,1968
Zahiril Adzim,Redha,2016,Drama,Male,Malay,2008
Izzy Reef,Redha,2016,Drama,Male,Malay,2016
Harith Haziq,Redha,2016,Drama,Male,Malay,2016
June Lojong,Redha,2016,Drama,Female,Malay,2016
Susan Lankester,Redha,2016,Drama,Female,Chinese,1983
Zizan Razak,Rembat,2015,Comedy,Male,Malay,2010
Zulin Aziz,Rembat,2015,Comedy,Female,Malay,2014
Shaheizy Sam,Rembat,2015,Comedy,Male,Malay,1995
Arja Lee,Rembat,2015,Comedy,Male,Malay,2011
Ah Niu,Rembat,2015,Comedy,Male,Chinese,1999
Zara Zya,Rembat,2015,Comedy,Female,Malay,2015
Sam Chong,Rembat,2015,Comedy,Male,Chinese,2011
Sherry Al Hadad,Rembat,2015,Comedy,Female,Malay,2013
Cristina Suzanne,Rempit Sampai Langit,2017,Comedy,Female,Malay,2007
Tauke Jambu,Rempit Sampai Langit,2017,Comedy,Male,Malay,2003
Bil Azali,Rempit Sampai Langit,2017,Comedy,Male,Malay,2015
Reen Rahim,Rempit Sampai Langit,2017,Comedy,Female,Malay,2013
Nabila Huda,Rempit Sampai Langit,2017,Comedy,Female,Malay,2001
Ruminah Sidek,Rempit Sampai Langit,2017,Comedy,Female,Malay,1968
Abu Bakar Juah,Rempit Sampai Langit,2017,Comedy,Male,Malay,1984
Ajak Shiro,Rempit Sampai Langit,2017,Comedy,Male,Malay,2013
Indera Hafiz,Rempit Sampai Langit,2017,Comedy,Male,Malay,2017
Sangeeta Krishnasamy,Rise Ini Kalilah,2018,Drama,Female,Indian,2009
Sweet Qismina,Rise Ini Kalilah,2018,Drama,Female,Malay,2008
Remy Ishak,Rise Ini Kalilah,2018,Drama,Male,Malay,2007
Shashi Tharan,Rise Ini Kalilah,2018,Drama,Female,Malay,2013
Jack Tan,Rise Ini Kalilah,2018,Drama,Male,Chinese,2011
Jenn Chia,Rise Ini Kalilah,2018,Drama,Female,Chinese,2018
Mira Filzah,Rise Ini Kalilah,2018,Drama,Female,Malay,2018
Pekin Ibrahim,Rock 4 Rockers Never Dai,2020,Comedy,Male,Malay,2004
Khir Rahman,Rock 4 Rockers Never Dai,2020,Comedy,Male,Malay,2004
Bulan Terry,Rock 4 Rockers Never Dai,2020,Comedy,Female,Others,2018
Kamarool Yusoff,Rock 4 Rockers Never Dai,2020,Comedy,Male,Malay,1985
Adam John,Rock 4 Rockers Never Dai,2020,Comedy,Male,Malay,2019
Edry Hashim,Rock 4 Rockers Never Dai,2020,Comedy,Male,Malay,2020
Hazama Azmi,Rock 4 Rockers Never Dai,2020,Comedy,Male,Malay,2012
Madnoor Hendrix,Rock 4 Rockers Never Dai,2020,Comedy,Male,Malay,2020
Nazimi Fahmi,Rock 4 Rockers Never Dai,2020,Comedy,Male,Malay,2020
Pekin Ibrahim,Rock Bro!,2016,Comedy,Male,Malay,2004
Khir Rahman,Rock Bro!,2016,Comedy,Male,Malay,2004
Soffi Jikan,Rock Bro!,2016,Comedy,Male,Malay,2001
Kamarool Yusoff,Rock Bro!,2016,Comedy,Male,Malay,1985
Azmi Bahron,Rock Bro!,2016,Comedy,Male,Malay,2016
Namron,Roh,2020,Horror,Male,Malay,2000
Harith Haziq,Roh,2020,Horror,Male,Malay,2016
June Lojong,Roh,2020,Horror,Female,Malay,2016
Farah Ahmad,Roh,2020,Horror,Female,Malay,2017
Mhia Farhana,Roh,2020,Horror,Female,Malay,2020
Putri Qaseh,Roh,2020,Horror,Female,Malay,2019
Nabil Ahmad,Romeo Kota: Kes Fail Kriptik,2015,Comedy,Male,Malay,2009
Soffi Jikan,Romeo Kota: Kes Fail Kriptik,2015,Comedy,Male,Malay,2001
Nadiya Nisaa,Romeo Kota: Kes Fail Kriptik,2015,Comedy,Female,Malay,2009
Shenty Feliziana,Romeo Kota: Kes Fail Kriptik,2015,Comedy,Female,Malay,2012
Fizo Omar,Romeo Kota: Kes Fail Kriptik,2015,Comedy,Male,Malay,2010
Aaron Aziz,Romeo Kota: Kes Fail Kriptik,2015,Comedy,Male,Malay,2008
Ahmad Idham,Romeo Kota: Kes Fail Kriptik,2015,Comedy,Male,Malay,1995
Dwi Ariana,Romeo Kota: Kes Fail Kriptik,2015,Comedy,Female,Malay,2015
Nina Juren,Romeo Kota: Kes Fail Kriptik,2015,Comedy,Female,Malay,1993
Pekin Ibrahim,Rumah Pusaka Di Simpang Jalan,2015,Comedy,Male,Malay,2004
Bell Ngasri,Rumah Pusaka Di Simpang Jalan,2015,Comedy,Female,Malay,1995
Ahmad Maembong,Rumah Pusaka Di Simpang Jalan,2015,Comedy,Male,Malay,2015
Rab Khalid,Rumah Pusaka Di Simpang Jalan,2015,Comedy,Male,Malay,2010
Shuk SYJ,Rumah Pusaka Di Simpang Jalan,2015,Comedy,Male,Malay,2012
Fatin Syahirah,Rumah Pusaka Di Simpang Jalan,2015,Comedy,Female,Malay,2015
Jihan Muse,Rumah Pusaka Di Simpang Jalan,2015,Comedy,Female,Malay,2012
Fadlan Hazim,Sangkar,2019,Action,Male,Malay,2014
Remy Ishak,Sangkar,2019,Action,Male,Malay,2007
Niezam Zaidi,Sangkar,2019,Action,Male,Malay,2012
Zul Ariffin,Sangkar,2019,Action,Male,Malay,2010
Aman Graseka,Sangkar,2019,Action,Male,Malay,1995
Mira Filzah,Sangkar,2019,Action,Female,Malay,2018
Carliff Carleel,Sangkar,2019,Action,Male,Malay,2012
Emelda Rosmila,Sangkar,2019,Action,Female,Malay,2009
Nik Adam Mika,Sangkar,2019,Action,Male,Malay,2019
Kay Shan,Selfie Suara Kubur,2015,Comedy,Male,Malay,2015
Mak Jah,Selfie Suara Kubur,2015,Comedy,Female,Malay,2005
Adie Black,Selfie Suara Kubur,2015,Comedy,Male,Malay,2015
Aiza Hussein,Selfie Suara Kubur,2015,Comedy,Female,Malay,2015
Sooriya Prakash,Selfie Suara Kubur,2015,Comedy,Male,Indian,2015
Sue,Selfie Suara Kubur,2015,Comedy,Female,Chinese,2015
Izara Aishah,Showdown The Movie,2016,Drama,Female,Malay,2013
Iedil Putra,Showdown The Movie,2016,Drama,Male,Malay,1998
Azad Yasmin,Showdown The Movie,2016,Drama,Male,Malay,2007
Esma Daniel,Showdown The Movie,2016,Drama,Male,Malay,1992
Ammar Alfian,Showdown The Movie,2016,Drama,Male,Malay,2013
Maria Farida,Showdown The Movie,2016,Drama,Female,Malay,1995
Reza Hasbi,Showdown The Movie,2016,Drama,Male,Malay,2016
Izara Aishah,Sinaran,2015,Romantic,Female,Malay,2013
Lisa Surihani,Sinaran,2015,Romantic,Female,Malay,2006
Nadiah M. Din,Sinaran,2015,Romantic,Female,Malay,2012
Evan Sanders,Sinaran,2015,Romantic,Male,Others,2005
Syariff Sleeq,Sinaran,2015,Romantic,Male,Malay,2014
Dato' Jalaluddin Hassan,Sindiket,2017,Crime,Male,Malay,1994
Liyana Jasmay,Sindiket,2017,Crime,Female,Malay,2006
Rashidi Ishak,Sindiket,2017,Crime,Male,Malay,1999
Sharnaaz Ahmad,Sindiket,2017,Crime,Male,Malay,2011
Tony Eusoff,Sindiket,2017,Crime,Male,Others,2004
Sharifah Amani,Sindiket,2017,Crime,Female,Malay,2005
Soo Wincci,Sindiket,2017,Crime,Female,Chinese,2014
Danny Prima Agung,Sindiket,2017,Crime,Male,Others,2017
Daphne Iking,Sindiket,2017,Crime,Female,Others,2010
Reen Rahim,Soulmate Hingga Jannah,2017,Comedy,Female,Malay,2013
Taufik Batisah,Soulmate Hingga Jannah,2017,Comedy,Male,Others,2016
Raja Ilya,Soulmate Hingga Jannah,2017,Comedy,Female,Malay,2009
Ainin Batrisya,Soulmate Hingga Jannah,2017,Comedy,Female,Malay,2016
Dato' Rahim Razali,Soulmate Hingga Jannah,2017,Comedy,Male,Malay,1978
Erra Fazira,Soulmate Hingga Jannah,2017,Comedy,Female,Malay,1994
Douglas Lim,Soulmate Hingga Jannah,2017,Comedy,Male,Chinese,2002
Siti Saleha,Spy In Love,2017,Action,Female,Malay,2013
Keith Foo,Spy In Love,2017,Action,Male,Others,2009
Hamish Daud,Spy In Love,2017,Action,Male,Malay,2013
Nasha Aziz,Spy In Love,2017,Action,Female,Malay,1995
Ray Sahetapy,Spy In Love,2017,Action,Male,Others,1980
Shafira Umm,Spy In Love,2017,Action,Female,Malay,2014
Kazar Saisi,Suamiku Jatuh Dari Langit,2015,Comedy,Male,Malay,2007
Qi Razali,Suamiku Jatuh Dari Langit,2015,Comedy,Male,Malay,2013
Atiqah Suhaime,Suamiku Jatuh Dari Langit,2015,Comedy,Female,Malay,2013
Nora Danish,Suamiku Jatuh Dari Langit,2015,Comedy,Female,Malay,2005
Shuk SYJ,Suamiku Jatuh Dari Langit,2015,Comedy,Male,Malay,2012
Izzue Islam,Suamiku Ustaz,2015,Romantic,Male,Malay,2011
Nora Danish,Suamiku Ustaz,2015,Romantic,Female,Malay,2005
Adi Putra,Suamiku Ustaz,2015,Romantic,Male,Malay,2007
Betty Rahmat,Suamiku Ustaz,2015,Romantic,Female,Malay,2015
Jue Aziz,Suamiku Ustaz,2015,Romantic,Female,Malay,2002
Kamaliah Mat Don,Suamiku Ustaz,2015,Romantic,Female,Malay,2015
Liza Abdullah,Suamiku Ustaz,2015,Romantic,Female,Malay,1984
Razak Ahmad,Suamiku Ustaz,2015,Romantic,Male,Malay,2002
Jasmin Hamid,"Suamiku, Encik Perfect 10",2015,Comedy,Female,Malay,1991
Lisa Surihani,"Suamiku, Encik Perfect 10",2015,Comedy,Female,Malay,2006
Raja Ilya,"Suamiku, Encik Perfect 10",2015,Comedy,Female,Malay,2009
Syazwan Zulkifly,"Suamiku, Encik Perfect 10",2015,Comedy,Male,Malay,2013
Normah Damanhuri,"Suamiku, Encik Perfect 10",2015,Comedy,Female,Malay,1999
Aaron Aziz,"Suamiku, Encik Perfect 10",2015,Comedy,Male,Malay,2008
Jehan Miskin,"Suamiku, Encik Perfect 10",2015,Comedy,Male,Malay,2005
Pekin Ibrahim,Suatu Ketika: Langitkan Impianku,2019,Historical,Male,Malay,2004
Namron,Suatu Ketika: Langitkan Impianku,2019,Historical,Male,Malay,2000
Armand,Suatu Ketika: Langitkan Impianku,2019,Historical,Male,Others,2019
Danial Akmal Fariz,Suatu Ketika: Langitkan Impianku,2019,Historical,Male,Malay,2019
Daniel Syahidan,Suatu Ketika: Langitkan Impianku,2019,Historical,Male,Malay,2019
Dheva Naish,Suatu Ketika: Langitkan Impianku,2019,Historical,Male,Indian,2019
Farez Iqmal,Suatu Ketika: Langitkan Impianku,2019,Historical,Male,Malay,2019
Kuhan Divagaran,Suatu Ketika: Langitkan Impianku,2019,Historical,Male,Indian,2019
Putera Syazwan,Suatu Ketika: Langitkan Impianku,2019,Historical,Male,Malay,2019
Izzue Islam,Sunti @ Facebook,2015,Horror,Male,Malay,2011
Anas Ridzuan,Sunti @ Facebook,2015,Horror,Male,Malay,2014
Syazwan Zulkifly,Sunti @ Facebook,2015,Horror,Male,Malay,2013
Arief Farhan,Sunti @ Facebook,2015,Horror,Male,Malay,2015
Diddy Hirdy,Sunti @ Facebook,2015,Horror,Male,Malay,2015
Fouziah Gous,Sunti @ Facebook,2015,Horror,Female,Malay,2005
Jenny Cortez,Sunti @ Facebook,2015,Horror,Female,Others,2009
Lufya Omar,Sunti @ Facebook,2015,Horror,Female,Malay,2015
Mizy Radzuan,Sunti @ Facebook,2015,Horror,Male,Malay,2015
Farihin Ufiya,Suraya,2020,Horror,Female,Malay,2020
Amir Rahim,Suraya,2020,Horror,Male,Malay,2020
Ainul Aishah,Suraya,2020,Horror,Male,Malay,2016
Yunadia Mohamed,Suraya,2020,Horror,Female,Malay,2020
Azhar Amir,Suraya,2020,Horror,Female,Malay,2020
Josiah Hogan,Surf This Love: Gelora Juara,2018,Comedy,Male,Malay,2013
Cristina Suzanne,Surf This Love: Gelora Juara,2018,Comedy,Female,Malay,2007
Pekin Ibrahim,Surf This Love: Gelora Juara,2018,Comedy,Male,Malay,2004
Ardell Aryana,Surf This Love: Gelora Juara,2018,Comedy,Female,Malay,2015
Mustaqim Bahadon,Surf This Love: Gelora Juara,2018,Comedy,Male,Malay,2013
Shukri Yahaya,Surf This Love: Gelora Juara,2018,Comedy,Male,Malay,2012
Amai Kamarudin,Temuan Takdir,2016,Crime,Male,Malay,2008
Azura Zainal,Temuan Takdir,2016,Crime,Male,Indian,2016
Ery Zukhairi,Temuan Takdir,2016,Crime,Male,Malay,2016
Kiranjit Kaur,Temuan Takdir,2016,Crime,Female,Indian,2016
Malieq Abdullah,Temuan Takdir,2016,Crime,Female,Malay,1994
Vanida Imran,Temuan Takdir,2016,Crime,Female,Malay,1994
Thanuja Ananthan,Temuan Takdir,2016,Crime,Male,Malay,1990
Zahim Albakri,Temuan Takdir,2016,Crime,Male,Malay,1990
Nad Zainal,The Malay Regiment,2017,Action,Female,Malay,2012
Kamal Adli,The Malay Regiment,2017,Action,Male,Malay,2010
Normah Damanhuri,The Malay Regiment,2017,Action,Female,Malay,1999
Dato Ahmad Tarmimi Siregar,The Malay Regiment,2017,Action,Male,Malay,1975
Erry Putra,The Malay Regiment,2017,Action,Male,Malay,2004
Yus Waisar,The Malay Regiment,2017,Action,Male,Malay,2007
Kazar Saisi,This Is Pilah ,2018,Comedy,Male,Malay,2007
Ebby Yus,This Is Pilah ,2018,Comedy,Male,Malay,1988
Joey Daud,This Is Pilah ,2018,Comedy,Male,Malay,2011
Alin Anje,This Is Pilah ,2018,Comedy,Female,Malay,2018
Chot XOXO,This Is Pilah ,2018,Comedy,Male,Malay,2018
Eliza Mustafa,This Is Pilah ,2018,Comedy,Female,Malay,2018
Juzzthin ,This Is Pilah ,2018,Comedy,Male,Malay,2016
Nen Tebabo,This Is Pilah ,2018,Comedy,Female,Malay,2018
Zaidatul Iesna Mohd Raus,This Is Pilah ,2018,Comedy,Female,Malay,2018
Johan As'ari,Tiada Tajuk,2019,Comedy,Male,Malay,2013
Achey Bocey,Tiada Tajuk,2019,Comedy,Male,Malay,2014
Ropie Cecupak,Tiada Tajuk,2019,Comedy,Male,Malay,2001
Kamarool Yusoff,Tiada Tajuk,2019,Comedy,Male,Malay,1985
Joey Daud,Tiada Tajuk,2019,Comedy,Male,Malay,2011
Mawi,Tiada Tajuk,2019,Comedy,Male,Malay,2009
Hazama Azmi,Tiada Tajuk,2019,Comedy,Male,Malay,2012
Along Cham,Tiada Tajuk,2019,Comedy,Male,Malay,2009
Amira Othman,Tiada Tajuk,2019,Comedy,Female,Malay,2019
Farid Kamil,Tombiruo: Penunggu Rimba,2017,Action,Male,Malay,2003
Hasnul Rahmat,Tombiruo: Penunggu Rimba,2017,Action,Male,Malay,1997
Dynas Mokhtar,Tombiruo: Penunggu Rimba,2017,Action,Female,Malay,2003
Faizal Hussein,Tombiruo: Penunggu Rimba,2017,Action,Male,Malay,1972
Nabila Huda,Tombiruo: Penunggu Rimba,2017,Action,Female,Malay,2001
Zul Ariffin,Tombiruo: Penunggu Rimba,2017,Action,Male,Malay,2010
Farah Ahmad,Tombiruo: Penunggu Rimba,2017,Action,Female,Malay,2017
Faye Kusairi,Tombiruo: Penunggu Rimba,2017,Action,Female,Malay,2013
M. Nasir,Tombiruo: Penunggu Rimba,2017,Action,Male,Malay,1986
Awie,Upin & Ipin: Jeng Jeng Jeng,2016,Animation,Male,Malay,1993
Remy Ishak,Upin & Ipin: Jeng Jeng Jeng,2016,Animation,Male,Malay,2007
Puteri Balqis,Upin & Ipin: Jeng Jeng Jeng,2016,Animation,Female,Malay,2012
Asyiela Putri,Upin & Ipin: Jeng Jeng Jeng,2016,Animation,Female,Malay,2016
Sara Ali,Upin & Ipin: Jeng Jeng Jeng,2016,Animation,Female,Malay,2011
Asyiela Putri,Upin & Ipin: Keris Siamang Tunggal,2019,Animation,Female,Malay,2016
Ahmad Marwadi,Upin & Ipin: Keris Siamang Tunggal,2019,Animation,Male,Malay,2019
Ernie Zakri,Upin & Ipin: Keris Siamang Tunggal,2019,Animation,Female,Malay,2019
Fakhrul Razi Ibrahim,Upin & Ipin: Keris Siamang Tunggal,2019,Animation,Male,Malay,2019
Mohd Amir Asyraf,Upin & Ipin: Keris Siamang Tunggal,2019,Animation,Male,Malay,2019
Shuib Sepahtu,Usin UFO,2016,Comedy,Male,Malay,2012
Kazar Saisi,Usin UFO,2016,Comedy,Male,Malay,2007
Alif Satar,Usin UFO,2016,Comedy,Male,Malay,2016
Cat Farish,Usin UFO,2016,Comedy,Male,Malay,2005
Joey Daud,Usin UFO,2016,Comedy,Male,Malay,2011
Puteri Sarah Liyana,Usin UFO,2016,Comedy,Female,Malay,2010
Liza Abdullah,Usin UFO,2016,Comedy,Female,Malay,1984
Aishah Ilias,Usin UFO,2016,Comedy,Female,Malay,2013
Khaty Azean,Usin UFO,2016,Comedy,Female,Malay,2006
Namron,Usop Wilcha-Menghonjang Makhluk Muzium,2015,Comedy,Male,Malay,2000
Kamarool Yusoff,Usop Wilcha-Menghonjang Makhluk Muzium,2015,Comedy,Male,Malay,1985
Elizabeth Tan,Usop Wilcha-Menghonjang Makhluk Muzium,2015,Comedy,Female,Chinese,2015
Nasir Bilal Khan,Usop Wilcha-Menghonjang Makhluk Muzium,2015,Comedy,Male,Malay,1994
Usop Wilcha,Usop Wilcha-Menghonjang Makhluk Muzium,2015,Comedy,Male,Malay,2006
Hitler Zami,Usop Wilcha-Menghonjang Makhluk Muzium,2015,Comedy,Male,Malay,2000
Pyan Habib,Usop Wilcha-Menghonjang Makhluk Muzium,2015,Comedy,Male,Malay,1986
Pekin Ibrahim,Villa Nabila,2015,Horror,Male,Malay,2004
Tisha Shamsir,Villa Nabila,2015,Horror,Female,Malay,2011
Pekin Ibrahim,Volkswagen Kuning,2016,Horror,Male,Malay,2004
Sahronizam Noor,Volkswagen Kuning,2016,Horror,Male,Malay,2020
Atiqah Suhaime,Volkswagen Kuning,2016,Horror,Female,Malay,2013
Fatin Afeefa,Volkswagen Kuning,2016,Horror,Female,Malay,2006
Sharnaaz Ahmad,Wangi,2019,Horror,Male,Malay,2011
Nabila Huda,Wangi,2019,Horror,Female,Malay,2001
Syazwan Zulkifly,Wangi,2019,Horror,Male,Malay,2013
Ruminah Sidek,Wangi,2019,Horror,Female,Malay,1968
Erra Fazira,Wangi,2019,Horror,Female,Malay,1994
Nik Adam Mika,Wangi,2019,Horror,Male,Malay,2019
Mia Nasir,Wangi,2019,Horror,Female,Malay,2019
Namron,Warkah,2019,Drama,Male,Malay,2000
Syazwan Zulkifly,Warkah,2019,Drama,Male,Malay,2013
Isyariana,Warkah,2019,Drama,Female,Malay,2019
Mohd Wafiy,Warkah,2019,Drama,Male,Malay,2019
Puteri Rayyana Rayqa,Warkah,2019,Drama,Female,Malay,2019
Awie,Warna Cinta Impian,2016,Romantic,Male,Malay,1993
Erwin Dawson,Warna Cinta Impian,2016,Romantic,Male,Malay,2012
Julia Farhana Marin,Warna Cinta Impian,2016,Romantic,Female,Malay,2011
Erra Fazira,Warna Cinta Impian,2016,Romantic,Female,Malay,1994
Azlee Khairi,Warna Cinta Impian,2016,Romantic,Male,Malay,2010
David Arumugam,Warna Cinta Impian,2016,Romantic,Male,Indian,2010
Fad Bocey,Warna Cinta Impian,2016,Romantic,Male,Malay,2013
Nazeera Sardi,Warna Cinta Impian,2016,Romantic,Female,Malay,2014
Shiqin Kamal,Warna Cinta Impian,2016,Romantic,Female,Malay,2010
Zizan Razak,Werewolf Dari Bangladesh,2015,Comedy,Male,Malay,2010
Saiful Apek,Werewolf Dari Bangladesh,2015,Comedy,Male,Malay,1998
Rab Khalid,Werewolf Dari Bangladesh,2015,Comedy,Male,Malay,2010
Sharwani NS,Werewolf Dari Bangladesh,2015,Comedy,Male,Malay,2015
Emma Maembong,Werewolf Dari Bangladesh,2015,Comedy,Female,Malay,2015
Usop Wilcha,Werewolf Dari Bangladesh,2015,Comedy,Male,Malay,2006
Adi Shamsul,Werewolf Dari Bangladesh,2015,Comedy,Male,Malay,2015
Zizan Razak,Wheely,2018,Animation,Male,Malay,2010
Lisa Surihani,Wheely,2018,Animation,Female,Malay,2006
Johan Raja Lawak,Wheely,2018,Animation,Male,Malay,2009
Norman Abdul Halim,Wheely,2018,Animation,Male,Malay,2006
Josiah Hogan,Wira,2019,Action,Male,Malay,2013
Namron,Wira,2019,Action,Male,Malay,2000
Ismi Melinda,Wira,2019,Action,Female,Malay,2009
Hairul Azreen,Wira,2019,Action,Male,Malay,2011
Henley Hii,Wira,2019,Action,Male,Chinese,2011
Dain Said,Wira,2019,Action,Male,Malay,2011
Fify Azmi,Wira,2019,Action,Female,Malay,2019
Hilal Azman,Wira,2019,Action,Male,Malay,1983
Yayan Ruhian,Wira,2019,Action,Male,Others,2009
Dato' Jalaluddin Hassan,XX Ray 3,2019,Sci-fi,Male,Malay,1994
Izzue Islam,XX Ray 3,2019,Sci-fi,Male,Malay,2011
Ashraf Muslim,XX Ray 3,2019,Sci-fi,Male,Malay,2010
Ardell Aryana,XX Ray 3,2019,Sci-fi,Female,Malay,2015
Saiful Apek,XX Ray 3,2019,Sci-fi,Male,Malay,1998
Aziz M. Osman,XX Ray 3,2019,Sci-fi,Male,Malay,1963
Dazrin Kamarudin,XX Ray 3,2019,Sci-fi,Male,Malay,2011
Adam John,XX Ray 3,2019,Sci-fi,Male,Malay,2019
Razak Ahmad,XX Ray 3,2019,Sci-fi,Male,Malay,2002
Julia Farhana Marin,Zack Kapcai,2016,Comedy,Female,Malay,2011
Rahim Sepahtu,Zack Kapcai,2016,Comedy,Male,Malay,2014
Shuk SYJ,Zack Kapcai,2016,Comedy,Male,Malay,2012
Fad Bocey,Zack Kapcai,2016,Comedy,Male,Malay,2013
Serina Redzuan,Zack Kapcai,2016,Comedy,Female,Malay,2002
